"Status","Content type","startTime","startDate","connectionState","interval","executionTime","minValue","endDate","endTime","dataFreshness","maxValue","id","startDate (#1)","hasChildren","level","area","dwell","name","value","id (#1)","index","maxDate","name (#1)","maxTime","maxValue (#1)","id (#2)","startDate (#2)","hasChildren (#1)","level (#1)","area (#1)","dwell (#1)","name (#2)","value (#1)"
200,"application/json","00:00","2016-10-26","all","daily",225,97322,"2016-10-26","23:59","2017-01-05T19:30:59.476+04:00",97322,2477,"2016-10-26",true,"SUPERZONE","System Campus","5-1440",,97322,2477,0,"2016-10-26","System Campus","00:00",97322,,,,,,,,
200,"application/json","00:00","2016-10-25","all","daily",225,99071,"2016-10-25","23:59","2017-01-05T19:30:59.476+04:00",99071,2477,"2016-10-25",true,"SUPERZONE","System Campus","5-1440",,99071,2477,0,"2016-10-25","System Campus","00:00",99071,,,,,,,,
200,"application/json","00:00","2016-10-24","all","daily",144,97189,"2016-10-24","23:59","2017-01-05T19:30:59.476+04:00",97189,2477,"2016-10-24",true,"SUPERZONE","System Campus","5-1440",,97189,2477,0,"2016-10-24","System Campus","00:00",97189,,,,,,,,
200,"application/json","00:00","2016-10-23","all","daily",237,95725,"2016-10-23","23:59","2017-01-05T19:30:59.476+04:00",95725,2477,"2016-10-23",true,"SUPERZONE","System Campus","5-1440",,95725,2477,0,"2016-10-23","System Campus","00:00",95725,,,,,,,,
200,"application/json","00:00","2016-10-22","all","daily",167,109901,"2016-10-22","23:59","2017-01-05T19:30:59.476+04:00",109901,2477,"2016-10-22",true,"SUPERZONE","System Campus","5-1440",,109901,2477,0,"2016-10-22","System Campus","00:00",109901,,,,,,,,
200,"application/json","00:00","2016-10-21","all","daily",134,113514,"2016-10-21","23:59","2017-01-05T19:30:59.476+04:00",113514,2477,"2016-10-21",true,"SUPERZONE","System Campus","5-1440",,113514,2477,0,"2016-10-21","System Campus","00:00",113514,,,,,,,,
200,"application/json","00:00","2016-10-20","all","daily",193,108988,"2016-10-20","23:59","2017-01-05T19:30:59.476+04:00",108988,2477,"2016-10-20",true,"SUPERZONE","System Campus","5-1440",,108988,2477,0,"2016-10-20","System Campus","00:00",108988,,,,,,,,
200,"application/json","00:00","2016-10-19","all","daily",171,100289,"2016-10-19","23:59","2017-01-05T19:30:59.476+04:00",100289,2477,"2016-10-19",true,"SUPERZONE","System Campus","5-1440",,100289,2477,0,"2016-10-19","System Campus","00:00",100289,,,,,,,,
200,"application/json","00:00","2016-10-18","all","daily",140,91511,"2016-10-18","23:59","2017-01-05T19:30:59.476+04:00",91511,2477,"2016-10-18",true,"SUPERZONE","System Campus","5-1440",,91511,2477,0,"2016-10-18","System Campus","00:00",91511,,,,,,,,
200,"application/json","00:00","2016-10-17","all","daily",155,99282,"2016-10-17","23:59","2017-01-05T19:30:59.476+04:00",99282,2477,"2016-10-17",true,"SUPERZONE","System Campus","5-1440",,99282,2477,0,"2016-10-17","System Campus","00:00",99282,,,,,,,,
200,"application/json","00:00","2016-10-16","all","daily",144,100232,"2016-10-16","23:59","2017-01-05T19:30:59.476+04:00",100232,2477,"2016-10-16",true,"SUPERZONE","System Campus","5-1440",,100232,2477,0,"2016-10-16","System Campus","00:00",100232,,,,,,,,
200,"application/json","00:00","2016-10-15","all","daily",329,112526,"2016-10-15","23:59","2017-01-05T19:30:59.476+04:00",112526,2477,"2016-10-15",true,"SUPERZONE","System Campus","5-1440",,112526,2477,0,"2016-10-15","System Campus","00:00",112526,,,,,,,,
200,"application/json","00:00","2016-10-14","all","daily",137,109781,"2016-10-14","23:59","2017-01-05T19:30:59.476+04:00",109781,2477,"2016-10-14",true,"SUPERZONE","System Campus","5-1440",,109781,2477,0,"2016-10-14","System Campus","00:00",109781,,,,,,,,
200,"application/json","00:00","2016-10-13","all","daily",638,109089,"2016-10-13","23:59","2017-01-05T19:30:59.476+04:00",109089,2477,"2016-10-13",true,"SUPERZONE","System Campus","5-1440",,109089,2477,0,"2016-10-13","System Campus","00:00",109089,,,,,,,,
200,"application/json","00:00","2016-10-12","all","daily",146,100458,"2016-10-12","23:59","2017-01-05T19:30:59.476+04:00",100458,2477,"2016-10-12",true,"SUPERZONE","System Campus","5-1440",,100458,2477,0,"2016-10-12","System Campus","00:00",100458,,,,,,,,
200,"application/json","00:00","2016-10-11","all","daily",212,90281,"2016-10-11","23:59","2017-01-05T19:30:59.476+04:00",90281,2477,"2016-10-11",true,"SUPERZONE","System Campus","5-1440",,90281,2477,0,"2016-10-11","System Campus","00:00",90281,,,,,,,,
200,"application/json","00:00","2016-10-10","all","daily",142,101708,"2016-10-10","23:59","2017-01-05T19:30:59.476+04:00",101708,2477,"2016-10-10",true,"SUPERZONE","System Campus","5-1440",,101708,2477,0,"2016-10-10","System Campus","00:00",101708,,,,,,,,
200,"application/json","00:00","2016-10-09","all","daily",159,99883,"2016-10-09","23:59","2017-01-05T19:30:59.476+04:00",99883,2477,"2016-10-09",true,"SUPERZONE","System Campus","5-1440",,99883,2477,0,"2016-10-09","System Campus","00:00",99883,,,,,,,,
200,"application/json","00:00","2016-10-08","all","daily",277,110213,"2016-10-08","23:59","2017-01-05T19:30:59.476+04:00",110213,2477,"2016-10-08",true,"SUPERZONE","System Campus","5-1440",,110213,2477,0,"2016-10-08","System Campus","00:00",110213,,,,,,,,
200,"application/json","00:00","2016-10-07","all","daily",140,108690,"2016-10-07","23:59","2017-01-05T19:30:59.476+04:00",108690,2477,"2016-10-07",true,"SUPERZONE","System Campus","5-1440",,108690,2477,0,"2016-10-07","System Campus","00:00",108690,,,,,,,,
200,"application/json","00:00","2016-10-06","all","daily",403,106379,"2016-10-06","23:59","2017-01-05T19:45:59.476+04:00",106379,2477,"2016-10-06",true,"SUPERZONE","System Campus","5-1440",,106379,2477,0,"2016-10-06","System Campus","00:00",106379,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"application/json","00:00","2016-10-02","all","daily",141,106621,"2016-10-02","23:59","2017-01-05T19:45:59.476+04:00",106621,2477,"2016-10-02",true,"SUPERZONE","System Campus","5-1440",,106621,2477,0,"2016-10-02","System Campus","00:00",106621,,,,,,,,
200,"application/json","00:00","2016-10-01","all","daily",572,112793,"2016-10-01","23:59","2017-01-05T19:45:59.476+04:00",112793,2477,"2016-10-01",true,"SUPERZONE","System Campus","5-1440",,112793,2477,0,"2016-10-01","System Campus","00:00",112793,,,,,,,,
200,"application/json","00:00","2016-09-30","all","daily",138,110295,"2016-09-30","23:59","2017-01-05T19:45:59.476+04:00",110295,2477,"2016-09-30",true,"SUPERZONE","System Campus","5-1440",,110295,2477,0,"2016-09-30","System Campus","00:00",110295,,,,,,,,
200,"application/json","00:00","2016-09-29","all","daily",145,100776,"2016-09-29","23:59","2017-01-05T19:45:59.476+04:00",100776,2477,"2016-09-29",true,"SUPERZONE","System Campus","5-1440",,100776,2477,0,"2016-09-29","System Campus","00:00",100776,,,,,,,,
200,"application/json","00:00","2016-09-28","all","daily",155,94800,"2016-09-28","23:59","2017-01-05T19:45:59.476+04:00",94800,2477,"2016-09-28",true,"SUPERZONE","System Campus","5-1440",,94800,2477,0,"2016-09-28","System Campus","00:00",94800,,,,,,,,
200,"application/json","00:00","2016-09-27","all","daily",145,95158,"2016-09-27","23:59","2017-01-05T19:45:59.476+04:00",95158,2477,"2016-09-27",true,"SUPERZONE","System Campus","5-1440",,95158,2477,0,"2016-09-27","System Campus","00:00",95158,,,,,,,,
200,"application/json","00:00","2016-09-26","all","daily",149,93276,"2016-09-26","23:59","2017-01-05T19:45:59.476+04:00",93276,2477,"2016-09-26",true,"SUPERZONE","System Campus","5-1440",,93276,2477,0,"2016-09-26","System Campus","00:00",93276,,,,,,,,
200,"application/json","00:00","2016-09-25","all","daily",367,95455,"2016-09-25","23:59","2017-01-05T19:45:59.476+04:00",95455,2477,"2016-09-25",true,"SUPERZONE","System Campus","5-1440",,95455,2477,0,"2016-09-25","System Campus","00:00",95455,,,,,,,,
200,"application/json","00:00","2016-09-24","all","daily",145,102234,"2016-09-24","23:59","2017-01-05T19:45:59.476+04:00",102234,2477,"2016-09-24",true,"SUPERZONE","System Campus","5-1440",,102234,2477,0,"2016-09-24","System Campus","00:00",102234,,,,,,,,
200,"application/json","00:00","2016-09-23","all","daily",139,105036,"2016-09-23","23:59","2017-01-05T19:45:59.476+04:00",105036,2477,"2016-09-23",true,"SUPERZONE","System Campus","5-1440",,105036,2477,0,"2016-09-23","System Campus","00:00",105036,,,,,,,,
200,"application/json","00:00","2016-09-22","all","daily",146,101694,"2016-09-22","23:59","2017-01-05T19:45:59.476+04:00",101694,2477,"2016-09-22",true,"SUPERZONE","System Campus","5-1440",,101694,2477,0,"2016-09-22","System Campus","00:00",101694,,,,,,,,
200,"application/json","00:00","2016-09-21","all","daily",181,97060,"2016-09-21","23:59","2017-01-05T19:45:59.476+04:00",97060,2477,"2016-09-21",true,"SUPERZONE","System Campus","5-1440",,97060,2477,0,"2016-09-21","System Campus","00:00",97060,,,,,,,,
200,"application/json","00:00","2016-09-20","all","daily",239,91073,"2016-09-20","23:59","2017-01-05T19:45:59.476+04:00",91073,2477,"2016-09-20",true,"SUPERZONE","System Campus","5-1440",,91073,2477,0,"2016-09-20","System Campus","00:00",91073,,,,,,,,
200,"application/json","00:00","2016-09-19","all","daily",151,95611,"2016-09-19","23:59","2017-01-05T19:45:59.476+04:00",95611,2477,"2016-09-19",true,"SUPERZONE","System Campus","5-1440",,95611,2477,0,"2016-09-19","System Campus","00:00",95611,,,,,,,,
200,"application/json","00:00","2016-09-18","all","daily",185,90791,"2016-09-18","23:59","2017-01-05T19:45:59.476+04:00",90791,2477,"2016-09-18",true,"SUPERZONE","System Campus","5-1440",,90791,2477,0,"2016-09-18","System Campus","00:00",90791,,,,,,,,
200,"application/json","00:00","2016-09-17","all","daily",164,103759,"2016-09-17","23:59","2017-01-05T19:45:59.476+04:00",103759,2477,"2016-09-17",true,"SUPERZONE","System Campus","5-1440",,103759,2477,0,"2016-09-17","System Campus","00:00",103759,,,,,,,,
200,"application/json","00:00","2016-09-16","all","daily",169,105194,"2016-09-16","23:59","2017-01-05T19:45:59.476+04:00",105194,2477,"2016-09-16",true,"SUPERZONE","System Campus","5-1440",,105194,2477,0,"2016-09-16","System Campus","00:00",105194,,,,,,,,
200,"application/json","00:00","2016-09-15","all","daily",146,113191,"2016-09-15","23:59","2017-01-05T19:45:59.476+04:00",113191,2477,"2016-09-15",true,"SUPERZONE","System Campus","5-1440",,113191,2477,0,"2016-09-15","System Campus","00:00",113191,,,,,,,,
200,"application/json","00:00","2016-09-14","all","daily",159,106132,"2016-09-14","23:59","2017-01-05T19:45:59.476+04:00",106132,2477,"2016-09-14",true,"SUPERZONE","System Campus","5-1440",,106132,2477,0,"2016-09-14","System Campus","00:00",106132,,,,,,,,
200,"application/json","00:00","2016-09-13","all","daily",156,112357,"2016-09-13","23:59","2017-01-05T19:45:59.476+04:00",112357,2477,"2016-09-13",true,"SUPERZONE","System Campus","5-1440",,112357,2477,0,"2016-09-13","System Campus","00:00",112357,,,,,,,,
200,"application/json","00:00","2016-09-12","all","daily",142,110866,"2016-09-12","23:59","2017-01-05T19:45:59.476+04:00",110866,2477,"2016-09-12",true,"SUPERZONE","System Campus","5-1440",,110866,2477,0,"2016-09-12","System Campus","00:00",110866,,,,,,,,
200,"application/json","00:00","2016-09-11","all","daily",141,108594,"2016-09-11","23:59","2017-01-05T19:45:59.476+04:00",108594,2477,"2016-09-11",true,"SUPERZONE","System Campus","5-1440",,108594,2477,0,"2016-09-11","System Campus","00:00",108594,,,,,,,,
200,"application/json","00:00","2016-09-10","all","daily",169,108550,"2016-09-10","23:59","2017-01-05T19:45:59.476+04:00",108550,2477,"2016-09-10",true,"SUPERZONE","System Campus","5-1440",,108550,2477,0,"2016-09-10","System Campus","00:00",108550,,,,,,,,
200,"application/json","00:00","2016-09-09","all","daily",200,111041,"2016-09-09","23:59","2017-01-05T19:45:59.476+04:00",111041,2477,"2016-09-09",true,"SUPERZONE","System Campus","5-1440",,111041,2477,0,"2016-09-09","System Campus","00:00",111041,,,,,,,,
200,"application/json","00:00","2016-09-08","all","daily",151,103702,"2016-09-08","23:59","2017-01-05T19:45:59.476+04:00",103702,2477,"2016-09-08",true,"SUPERZONE","System Campus","5-1440",,103702,2477,0,"2016-09-08","System Campus","00:00",103702,,,,,,,,
200,"application/json","00:00","2016-09-07","all","daily",163,100249,"2016-09-07","23:59","2017-01-05T19:45:59.476+04:00",100249,2477,"2016-09-07",true,"SUPERZONE","System Campus","5-1440",,100249,2477,0,"2016-09-07","System Campus","00:00",100249,,,,,,,,
200,"application/json","00:00","2016-09-06","all","daily",175,95966,"2016-09-06","23:59","2017-01-05T19:45:59.476+04:00",95966,2477,"2016-09-06",true,"SUPERZONE","System Campus","5-1440",,95966,2477,0,"2016-09-06","System Campus","00:00",95966,,,,,,,,
200,"application/json","00:00","2016-09-05","all","daily",176,94270,"2016-09-05","23:59","2017-01-05T19:45:59.476+04:00",94270,2477,"2016-09-05",true,"SUPERZONE","System Campus","5-1440",,94270,2477,0,"2016-09-05","System Campus","00:00",94270,,,,,,,,
200,"application/json","00:00","2016-09-04","all","daily",362,92825,"2016-09-04","23:59","2017-01-05T19:45:59.476+04:00",92825,2477,"2016-09-04",true,"SUPERZONE","System Campus","5-1440",,92825,2477,0,"2016-09-04","System Campus","00:00",92825,,,,,,,,
200,"application/json","00:00","2016-09-03","all","daily",166,108530,"2016-09-03","23:59","2017-01-05T19:45:59.476+04:00",108530,2477,"2016-09-03",true,"SUPERZONE","System Campus","5-1440",,108530,2477,0,"2016-09-03","System Campus","00:00",108530,,,,,,,,
200,"application/json","00:00","2016-09-02","all","daily",137,111594,"2016-09-02","23:59","2017-01-05T19:45:59.476+04:00",111594,2477,"2016-09-02",true,"SUPERZONE","System Campus","5-1440",,111594,2477,0,"2016-09-02","System Campus","00:00",111594,,,,,,,,
200,"application/json","00:00","2016-09-01","all","daily",221,101625,"2016-09-01","23:59","2017-01-05T19:45:59.476+04:00",101625,2477,"2016-09-01",true,"SUPERZONE","System Campus","5-1440",,101625,2477,0,"2016-09-01","System Campus","00:00",101625,,,,,,,,
200,"application/json","00:00","2016-08-31","all","daily",146,94367,"2016-08-31","23:59","2017-01-05T19:45:59.476+04:00",94367,2477,"2016-08-31",true,"SUPERZONE","System Campus","5-1440",,94367,2477,0,"2016-08-31","System Campus","00:00",94367,,,,,,,,
200,"application/json","00:00","2016-08-30","all","daily",460,98492,"2016-08-30","23:59","2017-01-05T19:45:59.476+04:00",98492,2477,"2016-08-30",true,"SUPERZONE","System Campus","5-1440",,98492,2477,0,"2016-08-30","System Campus","00:00",98492,,,,,,,,
200,"application/json","00:00","2016-08-29","all","daily",156,90664,"2016-08-29","23:59","2017-01-05T19:45:59.476+04:00",90664,2477,"2016-08-29",true,"SUPERZONE","System Campus","5-1440",,90664,2477,0,"2016-08-29","System Campus","00:00",90664,,,,,,,,
200,"application/json","00:00","2016-08-28","all","daily",135,36395,"2016-08-28","23:59","2017-01-05T19:45:59.476+04:00",69010,1691,"2016-08-28",true,"SUPERZONE","System Campus","5-1440",,69010,1691,0,"2016-08-28","System Campus","00:00",69010,2477,"2016-08-28",true,"SUPERZONE","System Campus","5-1440",,36395
200,"application/json","00:00","2016-08-27","all","daily",138,107212,"2016-08-27","23:59","2017-01-05T19:59:25.687+04:00",107212,1691,"2016-08-27",true,"SUPERZONE","System Campus","5-1440",,107212,1691,0,"2016-08-27","System Campus","00:00",107212,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"application/json","00:00","2016-08-23","all","daily",148,49571,"2016-08-23","23:59","2017-01-05T19:59:36.000+04:00",56542,1050,"2016-08-23",true,"SUPERZONE","System Campus","5-1440",,49571,1691,0,"2016-08-23","System Campus","00:00",56542,1691,"2016-08-23",true,"SUPERZONE","System Campus","5-1440",,56542
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"application/json","00:00","2016-07-10","all","daily",225,0,"2016-07-10","23:59","2017-01-05T20:01:28.705+04:00",0,319,"2016-07-10",true,"SUPERZONE","System Campus","5-1440",,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"application/json","00:00","2016-07-05","all","daily",69,0,"2016-07-05","23:59","2017-01-05T20:01:40.078+04:00",0,319,"2016-07-05",true,"SUPERZONE","System Campus","5-1440",,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"application/json","00:00","2016-06-30","all","daily",231,0,"2016-06-30","23:59","2017-01-05T20:01:52.619+04:00",0,319,"2016-06-30",true,"SUPERZONE","System Campus","5-1440",,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
